LCLid,tstp,energy(kWh/hh)
MAC000002,2012-11-10 14:30:00.0000000, 0.277 
MAC000002,2012-11-10 15:00:00.0000000, 0.241 
MAC000002,2012-11-10 15:30:00.0000000, 0.199 
MAC000002,2012-11-10 16:00:00.0000000, 0.173 
MAC000002,2012-11-10 16:30:00.0000000, 0.224 
MAC000002,2012-11-10 17:00:00.0000000, 0.581 
MAC000002,2012-11-10 17:30:00.0000000, 0.442 
MAC000002,2012-11-10 18:00:00.0000000, 0.303 
MAC000002,2012-11-10 18:30:00.0000000, 0.258 
MAC000002,2012-11-10 19:00:00.0000000, 0.303 
MAC000002,2012-11-10 19:30:00.0000000, 0.254 
MAC000002,2012-11-10 20:00:00.0000000, 0.923 
MAC000002,2012-11-10 20:30:00.0000000, 0.262 
MAC000002,2012-11-10 21:00:00.0000000, 0.233 
MAC000002,2012-11-10 21:30:00.0000000, 0.277 
MAC000002,2012-11-10 22:00:00.0000000, 0.23 
MAC000002,2012-11-10 22:30:00.0000000, 0.282 
MAC000002,2012-11-10 23:00:00.0000000, 0.249 
MAC000002,2012-11-10 23:30:00.0000000, 0.269 
MAC000002,2012-11-11 00:00:00.0000000, 0.269 
MAC000002,2012-11-11 00:30:00.0000000, 0.237 
MAC000002,2012-11-11 01:00:00.0000000, 0.259 
MAC000002,2012-11-11 01:30:00.0000000, 0.218 
MAC000002,2012-11-11 02:00:00.0000000, 0.269 
MAC000002,2012-11-11 02:30:00.0000000, 0.195 
MAC000002,2012-11-11 03:00:00.0000000, 0.19 
MAC000002,2012-11-11 03:30:00.0000000, 0.107 
MAC000002,2012-11-11 04:00:00.0000000, 0.109 
MAC000002,2012-11-11 04:30:00.0000000, 0.114 
MAC000002,2012-11-11 05:00:00.0000000, 0.093 
MAC000002,2012-11-11 05:30:00.0000000, 0.128 
MAC000002,2012-11-11 06:00:00.0000000, 0.077 
MAC000002,2012-11-11 06:30:00.0000000, 0.127 
MAC000002,2012-11-11 07:00:00.0000000, 0.082 
MAC000002,2012-11-11 07:30:00.0000000, 0.118 
MAC000002,2012-11-11 08:00:00.0000000, 0.099 
MAC000002,2012-11-11 08:30:00.0000000, 0.102 
MAC000002,2012-11-11 09:00:00.0000000, 0.114 
MAC000002,2012-11-11 09:30:00.0000000, 0.086 
MAC000002,2012-11-11 10:00:00.0000000, 0.126 
MAC000002,2012-11-11 10:30:00.0000000, 0.117 
MAC000002,2012-11-11 11:00:00.0000000, 0.125 
MAC000002,2012-11-11 11:30:00.0000000, 0.492 
MAC000002,2012-11-11 12:00:00.0000000, 0.418 
MAC000002,2012-11-11 12:30:00.0000000, 0.161 
MAC000002,2012-11-11 13:00:00.0000000, 0.158 
MAC000002,2012-11-11 13:30:00.0000000, 0.597 
MAC000002,2012-11-11 14:00:00.0000000, 0.336 
MAC000002,2012-11-11 14:30:00.0000000, 0.18 
MAC000002,2012-11-11 15:00:00.0000000, 0.131 
MAC000002,2012-11-11 15:30:00.0000000, 0.13 
MAC000002,2012-11-11 16:00:00.0000000, 0.126 
MAC000002,2012-11-11 16:30:00.0000000, 0.074 
MAC000002,2012-11-11 17:00:00.0000000, 0.159 
MAC000002,2012-11-11 17:30:00.0000000, 0.218 
MAC000002,2012-11-11 18:00:00.0000000, 0.251 
MAC000002,2012-11-11 18:30:00.0000000, 0.271 
MAC000002,2012-11-11 19:00:00.0000000, 0.437 
MAC000002,2012-11-11 19:30:00.0000000, 0.25 
MAC000002,2012-11-11 20:00:00.0000000, 1.149 
MAC000002,2012-11-11 20:30:00.0000000, 0.263 
MAC000002,2012-11-11 21:00:00.0000000, 0.25 
MAC000002,2012-11-11 21:30:00.0000000, 0.248 
MAC000002,2012-11-11 22:00:00.0000000, 0.278 
MAC000002,2012-11-11 22:30:00.0000000, 0.23 
MAC000002,2012-11-11 23:00:00.0000000, 0.282 
MAC000002,2012-11-11 23:30:00.0000000, 0.249 
MAC000246,2012-10-12 00:00:00.0000000, 0.698 
MAC000246,2012-10-12 00:30:00.0000000, 0.975 
MAC000246,2012-10-12 01:00:00.0000000, 0.532 
MAC000246,2012-10-12 01:30:00.0000000, 0.09 
MAC000246,2012-10-12 02:00:00.0000000, 0.056 
MAC000246,2012-10-12 02:30:00.0000000, 0.028 
MAC000246,2012-10-12 03:00:00.0000000, 0.046 
MAC000246,2012-10-12 03:30:00.0000000, 0.019 
MAC000246,2012-10-12 04:00:00.0000000, 0.054 
MAC000246,2012-10-12 04:30:00.0000000, 0.029 
MAC000246,2012-10-12 05:00:00.0000000, 0.07 
MAC000246,2012-10-12 05:30:00.0000000, 0.097 
MAC000246,2012-10-12 06:00:00.0000000, 0.563 
MAC000246,2012-10-12 06:30:00.0000000, 0.535 
MAC000246,2012-10-12 07:00:00.0000000, 0.327 
MAC000246,2012-10-12 07:30:00.0000000, 0.443 
MAC000246,2012-10-12 08:00:00.0000000, 0.103 
MAC000246,2012-10-12 08:30:00.0000000, 0.085 
MAC000246,2012-10-12 09:00:00.0000000, 0.086 
MAC000246,2012-10-12 09:30:00.0000000, 0.129 
MAC000246,2012-10-12 10:00:00.0000000, 0.341 
MAC000246,2012-10-12 10:30:00.0000000, 0.319 
MAC000246,2012-10-12 11:00:00.0000000, 0.385 
MAC000246,2012-10-12 11:30:00.0000000, 0.409 
MAC000246,2012-10-12 12:00:00.0000000, 0.357 
MAC000246,2012-10-12 12:30:00.0000000, 0.39 
MAC000246,2012-10-12 13:00:00.0000000, 0.36 
MAC000246,2012-10-12 13:30:00.0000000, 0.334 
MAC000246,2012-10-12 14:00:00.0000000, 0.141 
MAC000246,2012-10-12 14:30:00.0000000, 0.096 
MAC000246,2012-10-12 15:00:00.0000000, 0.077 
MAC000246,2012-10-12 15:30:00.0000000, 0.048 
MAC000246,2012-10-12 16:00:00.0000000, 0.18 
MAC000246,2012-10-12 16:30:00.0000000, 0.235 
MAC000246,2012-10-12 17:00:00.0000000, 0.398 
MAC000246,2012-10-12 17:30:00.0000000, 1.357 
MAC000246,2012-10-12 18:00:00.0000000, 1.471 
MAC000246,2012-10-12 18:30:00.0000000, 1.364 
MAC000246,2012-10-12 19:00:00.0000000, 0.817 
MAC000246,2012-10-12 19:30:00.0000000, 0.271 
MAC000246,2012-10-12 20:00:00.0000000, 0.022 
MAC000246,2012-10-12 20:30:00.0000000, 0.036 
MAC000246,2012-10-12 21:00:00.0000000, 0.057 
MAC000246,2012-10-12 21:30:00.0000000, 0.078 
MAC000246,2012-10-12 22:00:00.0000000, 0.493 
MAC000246,2012-10-12 22:30:00.0000000, 0.877 
MAC000246,2012-10-12 23:00:00.0000000, 0.772 
MAC000246,2012-10-12 23:30:00.0000000, 0.595 
MAC000246,2012-10-13 00:00:00.0000000, 1.0140001 
MAC000246,2012-10-13 00:30:00.0000000, 0.708 
MAC000246,2012-10-13 01:00:00.0000000, 0.123 
MAC000246,2012-10-13 01:30:00.0000000, 0.048 
MAC000246,2012-10-13 02:00:00.0000000, 0.078 
MAC000246,2012-10-13 02:30:00.0000000, 0.052 
MAC000246,2012-10-13 03:00:00.0000000, 0.095 
MAC000246,2012-10-13 03:30:00.0000000, 0.068 
MAC000246,2012-10-13 04:00:00.0000000, 0.044 
MAC000246,2012-10-13 04:30:00.0000000, 0.032 
MAC000246,2012-10-13 05:00:00.0000000, 0.023 
MAC000246,2012-10-13 05:30:00.0000000, 0.093 
MAC000246,2012-10-13 06:00:00.0000000, 0.082 
MAC000246,2012-10-13 06:30:00.0000000, 0.115 
MAC000246,2012-10-13 07:00:00.0000000, 0.057 
MAC000246,2012-10-13 07:30:00.0000000, 0.228 
MAC000246,2012-10-13 08:00:00.0000000, 0.764 
MAC000246,2012-10-13 08:30:00.0000000, 0.657 
MAC000246,2012-10-13 09:00:00.0000000, 0.845 
MAC000246,2012-10-13 09:30:00.0000000, 0.434 
MAC000246,2012-10-13 10:00:00.0000000, 0.327 
MAC000246,2012-10-13 10:30:00.0000000, 0.15 
MAC000246,2012-10-13 11:00:00.0000000, 0.079 
MAC000246,2012-10-13 11:30:00.0000000, 0.102 
MAC000246,2012-10-13 12:00:00.0000000, 0.112 
MAC000246,2012-10-13 12:30:00.0000000, 0.2 
MAC000246,2012-10-13 13:00:00.0000000, 0.405 
MAC000246,2012-10-13 13:30:00.0000000, 1.171 
MAC000246,2012-10-13 14:00:00.0000000, 0.229 
MAC000246,2012-10-13 14:30:00.0000000, 0.058 
MAC000246,2012-10-13 15:00:00.0000000, 0.206 
MAC000246,2012-10-13 15:30:00.0000000, 0.327 
MAC000246,2012-10-13 16:00:00.0000000, 0.297 
MAC000246,2012-10-13 16:30:00.0000000, 0.324 
MAC000246,2012-10-13 17:00:00.0000000, 0.297 
MAC000246,2012-10-13 17:30:00.0000000, 0.279 
MAC000246,2012-10-13 18:00:00.0000000, 0.311 
MAC000246,2012-10-13 18:30:00.0000000, 0.357 
MAC000246,2012-10-13 19:00:00.0000000, 0.401 
MAC000246,2012-10-13 19:30:00.0000000, 0.398 
MAC000246,2012-10-13 20:00:00.0000000, 0.356 
MAC000246,2012-10-13 20:30:00.0000000, 1.101 
MAC000246,2012-10-13 21:00:00.0000000, 1.084 
MAC000246,2012-10-13 21:30:00.0000000, 0.703 
MAC000246,2012-10-13 22:00:00.0000000, 0.631 
MAC000246,2012-10-13 22:30:00.0000000, 1.1900001 
MAC000246,2012-10-13 23:00:00.0000000, 1.574 
MAC000246,2012-10-13 23:30:00.0000000, 1.054
MAC000246,2012-10-14 00:00:00.0000000, 1.196 
MAC000246,2012-10-14 00:30:00.0000000, 0.71 
MAC000246,2012-10-14 01:00:00.0000000, 0.313 
MAC000246,2012-10-14 01:30:00.0000000, 0.132 
MAC000246,2012-10-14 02:00:00.0000000, 0.088 
MAC000246,2012-10-14 02:30:00.0000000, 0.11 
MAC000246,2012-10-14 03:00:00.0000000, 0.099 
MAC000246,2012-10-14 03:30:00.0000000, 0.053 
MAC000246,2012-10-14 04:00:00.0000000, 0.071 
MAC000246,2012-10-14 04:30:00.0000000, 0.046 
MAC000246,2012-10-14 05:00:00.0000000, 0.076 
MAC000246,2012-10-14 05:30:00.0000000, 0.088 
MAC000246,2012-10-14 06:00:00.0000000, 0.126 
MAC000246,2012-10-14 06:30:00.0000000, 0.091 
MAC000246,2012-10-14 07:00:00.0000000, 0.048 
MAC000246,2012-10-14 07:30:00.0000000, 0.06 
MAC000246,2012-10-14 08:00:00.0000000, 0.018 
MAC000246,2012-10-14 08:30:00.0000000, 0.082 
MAC000246,2012-10-14 09:00:00.0000000, 0.033 
MAC000246,2012-10-14 09:30:00.0000000, 0.262 
MAC000246,2012-10-14 10:00:00.0000000, 0.546 
MAC000246,2012-10-14 10:30:00.0000000, 0.077 
MAC000246,2012-10-14 11:00:00.0000000, 0.137 
MAC000246,2012-10-14 11:30:00.0000000, 0.106 
MAC000246,2012-10-14 12:00:00.0000000, 0.109 
MAC000246,2012-10-14 12:30:00.0000000, 0.285 
MAC000246,2012-10-14 13:00:00.0000000, 0.298 
MAC000246,2012-10-14 13:30:00.0000000, 0.279 
MAC000246,2012-10-14 14:00:00.0000000, 0.283 
MAC000246,2012-10-14 14:30:00.0000000, 0.225 
MAC000246,2012-10-14 15:00:00.0000000, 0.213 
MAC000246,2012-10-14 15:30:00.0000000, 0.259 
MAC000246,2012-10-14 16:00:00.0000000, 0.235 
MAC000246,2012-10-14 16:30:00.0000000, 0.26 
MAC000246,2012-10-14 17:00:00.0000000, 0.388 
MAC000246,2012-10-14 17:30:00.0000000, 1.482 
MAC000246,2012-10-14 18:00:00.0000000, 1.956 
MAC000246,2012-10-14 18:30:00.0000000, 1.507 
MAC000246,2012-10-14 19:00:00.0000000, 1.082 
MAC000246,2012-10-14 19:30:00.0000000, 0.491 
MAC000246,2012-10-14 20:00:00.0000000, 0.495 
MAC000246,2012-10-14 20:30:00.0000000, 1.256 
MAC000246,2012-10-14 21:00:00.0000000, 0.849 
MAC000246,2012-10-14 21:30:00.0000000, 0.6 
MAC000246,2012-10-14 22:00:00.0000000, 1.137 
MAC000246,2012-10-14 22:30:00.0000000, 0.905 
MAC000246,2012-10-14 23:00:00.0000000, 0.295 
MAC000246,2012-10-14 23:30:00.0000000, 0.24 
MAC000246,2012-10-15 00:00:00.0000000, 0.203 
MAC000246,2012-10-15 00:30:00.0000000, 0.17 
MAC000246,2012-10-15 01:00:00.0000000, 0.078 
MAC000246,2012-10-15 01:30:00.0000000, 0.103 
MAC000246,2012-10-15 02:00:00.0000000, 0.084 
MAC000246,2012-10-15 02:30:00.0000000, 0.11 
MAC000246,2012-10-15 03:00:00.0000000, 0.062 
MAC000246,2012-10-15 03:30:00.0000000, 0.056 
MAC000246,2012-10-15 04:00:00.0000000, 0.046 
MAC000246,2012-10-15 04:30:00.0000000, 0.025 
MAC000246,2012-10-15 05:00:00.0000000, 0.079 
MAC000246,2012-10-15 05:30:00.0000000, 0.095 
MAC000246,2012-10-15 06:00:00.0000000, 0.521 
MAC000246,2012-10-15 06:30:00.0000000, 0.36 
MAC000246,2012-10-15 07:00:00.0000000, 0.614 
MAC000246,2012-10-15 07:30:00.0000000, 0.128 
MAC000246,2012-10-15 08:00:00.0000000, 0.09 
MAC000246,2012-10-15 08:30:00.0000000, 0.094 
MAC000246,2012-10-15 09:00:00.0000000, 0.063 
MAC000246,2012-10-15 09:30:00.0000000, 0.072 
MAC000246,2012-10-15 10:00:00.0000000, 0.059 
MAC000246,2012-10-15 10:30:00.0000000, 0.219 
MAC000246,2012-10-15 11:00:00.0000000, 0.263 
MAC000246,2012-10-15 11:30:00.0000000, 0.326 
MAC000246,2012-10-15 12:00:00.0000000, 0.258 
MAC000246,2012-10-15 12:30:00.0000000, 0.22 
MAC000246,2012-10-15 13:00:00.0000000, 0.264 
MAC000246,2012-10-15 13:30:00.0000000, 0.276 
MAC000246,2012-10-15 14:00:00.0000000, 0.288 
MAC000246,2012-10-15 14:30:00.0000000, 0.083 
MAC000246,2012-10-15 15:00:00.0000000, 0.077 
MAC000246,2012-10-15 15:30:00.0000000, 0.077 
MAC000246,2012-10-15 16:00:00.0000000, 0.062 
MAC000246,2012-10-15 16:30:00.0000000, 0.097 
MAC000246,2012-10-15 17:00:00.0000000, 0.216 
MAC000246,2012-10-15 17:30:00.0000000, 0.409 
MAC000246,2012-10-15 18:00:00.0000000, 0.997 
MAC000246,2012-10-15 18:30:00.0000000, 1.061 
MAC000246,2012-10-15 19:00:00.0000000, 2.2639999 
MAC000246,2012-10-15 19:30:00.0000000, 1.6720001 
MAC000246,2012-10-15 20:00:00.0000000, 1.374 
MAC000246,2012-10-15 20:30:00.0000000, 1.3710001 
MAC000246,2012-10-15 21:00:00.0000000, 1.773 
MAC000246,2012-10-15 21:30:00.0000000, 1.182 
MAC000246,2012-10-15 22:00:00.0000000, 0.563 
MAC000246,2012-10-15 22:30:00.0000000, 0.613 
MAC000246,2012-10-15 23:00:00.0000000, 1.266 
MAC000246,2012-10-15 23:30:00.0000000, 0.94 
MAC000246,2012-10-16 00:00:00.0000000, 0.515 
MAC000246,2012-10-16 00:30:00.0000000, 0.084 
MAC000246,2012-10-16 01:00:00.0000000, 0.045 
MAC000246,2012-10-16 01:30:00.0000000, 0.064 
MAC000246,2012-10-16 02:00:00.0000000, 0.019 
MAC000246,2012-10-16 02:30:00.0000000, 0.05 
MAC000246,2012-10-16 03:00:00.0000000, 0.033 
MAC000246,2012-10-16 03:30:00.0000000, 0.046 
MAC000246,2012-10-16 04:00:00.0000000, 0.073 
MAC000246,2012-10-16 04:30:00.0000000, 0.035 
MAC000246,2012-10-16 05:00:00.0000000, 0.068 
MAC000246,2012-10-16 05:30:00.0000000, 0.067 
MAC000246,2012-10-16 06:00:00.0000000, 0.181 
MAC000246,2012-10-16 06:30:00.0000000, 1.132 
MAC000246,2012-10-16 07:00:00.0000000, 0.673 
MAC000246,2012-10-16 07:30:00.0000000, 0.178 
MAC000246,2012-10-16 08:00:00.0000000, 0.536 
MAC000246,2012-10-16 08:30:00.0000000, 0.631 
MAC000246,2012-10-16 09:00:00.0000000, 0.628 
MAC000246,2012-10-16 09:30:00.0000000, 0.969 
MAC000246,2012-10-16 10:00:00.0000000, 0.194 
MAC000246,2012-10-16 10:30:00.0000000, 0.133 
MAC000246,2012-10-16 11:00:00.0000000, 0.161 
MAC000246,2012-10-16 11:30:00.0000000, 0.458 
MAC000246,2012-10-16 12:00:00.0000000, 0.142 
MAC000246,2012-10-16 12:30:00.0000000, 0.214 
MAC000246,2012-10-16 13:00:00.0000000, 0.191 
MAC000246,2012-10-16 13:30:00.0000000, 0.195 
MAC000246,2012-10-16 14:00:00.0000000, 0.185 
MAC000246,2012-10-16 14:30:00.0000000, 0.172 
MAC000246,2012-10-16 15:00:00.0000000, 0.138 
MAC000246,2012-10-16 15:30:00.0000000, 0.22 
MAC000246,2012-10-16 16:00:00.0000000, 0.317 
MAC000246,2012-10-16 16:30:00.0000000, 0.241 
MAC000246,2012-10-16 17:00:00.0000000, 0.222 
MAC000246,2012-10-16 17:30:00.0000000, 0.373 
MAC000246,2012-10-16 18:00:00.0000000, 0.304 
MAC000246,2012-10-16 18:30:00.0000000, 0.372 
MAC000246,2012-10-16 19:00:00.0000000, 1.302 
MAC000246,2012-10-16 19:30:00.0000000, 1.204 
MAC000246,2012-10-16 20:00:00.0000000, 1.115 
MAC000246,2012-10-16 20:30:00.0000000, 1.9680001 
MAC000246,2012-10-16 21:00:00.0000000, 2.427 
MAC000246,2012-10-16 21:30:00.0000000, 2.2539999 
MAC000246,2012-10-16 22:00:00.0000000, 0.857 
MAC000246,2012-10-16 22:30:00.0000000, 0.365 
MAC000246,2012-10-16 23:00:00.0000000, 0.7 
MAC000246,2012-10-16 23:30:00.0000000, 1.146 
MAC000246,2012-10-17 00:00:00.0000000, 0.777 
MAC000246,2012-10-17 00:30:00.0000000, 0.254 
MAC000246,2012-10-17 01:00:00.0000000, 0.031 
MAC000246,2012-10-17 01:30:00.0000000, 0.053 
MAC000246,2012-10-17 02:00:00.0000000, 0.055 
MAC000246,2012-10-17 02:30:00.0000000, 0.073 
MAC000246,2012-10-17 03:00:00.0000000, 0.043 
MAC000246,2012-10-17 03:30:00.0000000, 0.039 
MAC000246,2012-10-17 04:00:00.0000000, 0.041 
MAC000246,2012-10-17 04:30:00.0000000, 0.029 
MAC000246,2012-10-17 05:00:00.0000000, 0.078 
MAC000246,2012-10-17 05:30:00.0000000, 0.093 
MAC000246,2012-10-17 06:00:00.0000000, 0.633 
MAC000246,2012-10-17 06:30:00.0000000, 0.496 
MAC000246,2012-10-17 07:00:00.0000000, 0.893 
MAC000246,2012-10-17 07:30:00.0000000, 0.113 
MAC000246,2012-10-17 08:00:00.0000000, 0.089 
MAC000246,2012-10-17 08:30:00.0000000, 0.083 
MAC000246,2012-10-17 09:00:00.0000000, 0.072 
MAC000246,2012-10-17 09:30:00.0000000, 0.039 
MAC000246,2012-10-17 10:00:00.0000000, 0.079 
MAC000246,2012-10-17 10:30:00.0000000, 0.069 
MAC000246,2012-10-17 11:00:00.0000000, 0.081 
MAC000246,2012-10-17 11:30:00.0000000, 0.067 
MAC000246,2012-10-17 12:00:00.0000000, 0.04 
MAC000246,2012-10-17 12:30:00.0000000, 0.066 
MAC000246,2012-10-17 13:00:00.0000000, 0.041 
MAC000246,2012-10-17 13:30:00.0000000, 0.08 
MAC000246,2012-10-17 14:00:00.0000000, 0.076 
MAC000246,2012-10-17 14:30:00.0000000, 0.057 
MAC000246,2012-10-17 15:00:00.0000000, 0.091 
MAC000246,2012-10-17 15:30:00.0000000, 0.233 
MAC000246,2012-10-17 16:00:00.0000000, 0.061 
MAC000246,2012-10-17 16:30:00.0000000, 0.077 
MAC000246,2012-10-17 17:00:00.0000000, 0.072 
MAC000246,2012-10-17 17:30:00.0000000, 0.059 
MAC000246,2012-10-17 18:00:00.0000000, 0.046 
MAC000246,2012-10-17 18:30:00.0000000, 0.057 
MAC000246,2012-10-17 19:00:00.0000000, 0.04 
MAC000246,2012-10-17 19:30:00.0000000, 0.307 
MAC000246,2012-10-17 20:00:00.0000000, 0.758 
MAC000246,2012-10-17 20:30:00.0000000, 0.691 
MAC000246,2012-10-17 21:00:00.0000000, 1.451 
MAC000246,2012-10-17 21:30:00.0000000, 1.247 
MAC000246,2012-10-17 22:00:00.0000000, 0.629 
MAC000246,2012-10-17 22:30:00.0000000, 0.953 
MAC000246,2012-10-17 23:00:00.0000000, 0.917 
MAC000246,2012-10-17 23:30:00.0000000, 0.604 
MAC000246,2012-10-18 00:00:00.0000000, 1.0420001 
MAC000246,2012-10-18 00:30:00.0000000, 0.875 
MAC000246,2012-10-18 01:00:00.0000000, 0.591 
MAC000246,2012-10-18 01:30:00.0000000, 0.116 
MAC000246,2012-10-18 02:00:00.0000000, 0.049 
MAC000246,2012-10-18 02:30:00.0000000, 0.088 
MAC000246,2012-10-18 03:00:00.0000000, 0.05 
MAC000246,2012-10-18 03:30:00.0000000, 0.036 
MAC000246,2012-10-18 04:00:00.0000000, 0.051 
MAC000246,2012-10-18 04:30:00.0000000, 0.069 
MAC000246,2012-10-18 05:00:00.0000000, 0.04 
MAC000246,2012-10-18 05:30:00.0000000, 0.106 
MAC000246,2012-10-18 06:00:00.0000000, 0.138 
MAC000246,2012-10-18 06:30:00.0000000, 0.344 
MAC000246,2012-10-18 07:00:00.0000000, 0.534 
MAC000246,2012-10-18 07:30:00.0000000, 0.948 
MAC000246,2012-10-18 08:00:00.0000000, 0.243 
MAC000246,2012-10-18 08:30:00.0000000, 1.418 
MAC000246,2012-10-18 09:00:00.0000000, 0.28 
MAC000246,2012-10-18 09:30:00.0000000, 0.24 
MAC000246,2012-10-18 10:00:00.0000000, 0.388 
MAC000246,2012-10-18 10:30:00.0000000, 0.993 
MAC000246,2012-10-18 11:30:00.0000000, 0.137 
MAC000246,2012-10-18 12:00:00.0000000, 0.129 
MAC000246,2012-10-18 12:30:00.0000000, 0.324 
MAC000246,2012-10-18 13:00:00.0000000, 0.283 
MAC000246,2012-10-18 13:30:00.0000000, 0.114 
MAC000246,2012-10-18 14:00:00.0000000, 0.076 
MAC000246,2012-10-18 14:30:00.0000000, 0.081 
MAC000246,2012-10-18 15:00:00.0000000, 0.064 
MAC000246,2012-10-18 15:30:00.0000000, 0.133 
MAC000246,2012-10-18 16:00:00.0000000, 0.365 
MAC000246,2012-10-18 16:30:00.0000000, 0.367 
MAC000246,2012-10-18 17:00:00.0000000, 0.455 
MAC000246,2012-10-18 17:30:00.0000000, 1.313 
MAC000246,2012-10-18 18:00:00.0000000, 1.3710001 
MAC000246,2012-10-18 18:30:00.0000000, 0.699 
MAC000246,2012-10-18 19:00:00.0000000, 2.0650001 
MAC000246,2012-10-18 19:30:00.0000000, 1.932 
MAC000246,2012-10-18 20:00:00.0000000, 1.273 
MAC000246,2012-10-18 20:30:00.0000000, 1.868 
MAC000246,2012-10-18 21:00:00.0000000, 2.4030001 
MAC000246,2012-10-18 21:30:00.0000000, 2.1719999 
MAC000246,2012-10-18 22:00:00.0000000, 0.954 
MAC000246,2012-10-18 22:30:00.0000000, 1.0549999 
MAC000246,2012-10-18 23:00:00.0000000, 0.471 
MAC000246,2012-10-18 23:30:00.0000000, 0.209 
MAC000246,2012-10-19 00:00:00.0000000, 0.067 
MAC000246,2012-10-19 00:30:00.0000000, 0.028 
MAC000246,2012-10-19 01:00:00.0000000, 0.085 
MAC000246,2012-10-19 01:30:00.0000000, 0.06 
MAC000246,2012-10-19 02:00:00.0000000, 0.041 
MAC000246,2012-10-19 02:30:00.0000000, 0.057 
MAC000246,2012-10-19 03:00:00.0000000, 0.018 
MAC000246,2012-10-19 03:30:00.0000000, 0.055 
MAC000246,2012-10-19 04:00:00.0000000, 0.061 
MAC000246,2012-10-19 04:30:00.0000000, 0.05 
MAC000246,2012-10-19 05:00:00.0000000, 0.056 
MAC000246,2012-10-19 05:30:00.0000000, 0.064 
MAC000246,2012-10-19 06:00:00.0000000, 0.837 
MAC000246,2012-10-19 06:30:00.0000000, 1.103 
MAC000246,2012-10-19 07:00:00.0000000, 0.724 
MAC000246,2012-10-19 07:30:00.0000000, 0.172 
MAC000246,2012-10-19 08:00:00.0000000, 0.347 
MAC000246,2012-10-19 08:30:00.0000000, 0.165 
MAC000246,2012-10-19 09:00:00.0000000, 0.062 
MAC000246,2012-10-19 09:30:00.0000000, 0.06 
MAC000246,2012-10-19 10:00:00.0000000, 0.078 
MAC000246,2012-10-19 10:30:00.0000000, 0.033 
MAC000246,2012-10-19 11:00:00.0000000, 0.061 
MAC000246,2012-10-19 11:30:00.0000000, 0.149 
MAC000246,2012-10-19 12:00:00.0000000, 0.159 
MAC000246,2012-10-19 12:30:00.0000000, 0.202 
MAC000246,2012-10-19 13:00:00.0000000, 0.155 
MAC000246,2012-10-19 13:30:00.0000000, 0.193 
MAC000246,2012-10-19 14:00:00.0000000, 0.155 
MAC000246,2012-10-19 14:30:00.0000000, 0.161 
MAC000246,2012-10-19 15:00:00.0000000, 0.202 
MAC000246,2012-10-19 15:30:00.0000000, 0.268 
MAC000246,2012-10-19 16:00:00.0000000, 0.306 
MAC000246,2012-10-19 16:30:00.0000000, 0.279 
MAC000246,2012-10-19 17:00:00.0000000, 0.281 
MAC000246,2012-10-19 17:30:00.0000000, 0.36 
MAC000246,2012-10-19 18:00:00.0000000, 0.37 
MAC000246,2012-10-19 18:30:00.0000000, 0.398 
MAC000246,2012-10-19 19:00:00.0000000, 0.148 
MAC000246,2012-10-19 19:30:00.0000000, 0.069 
MAC000246,2012-10-19 20:00:00.0000000, 0.086 
MAC000246,2012-10-19 20:30:00.0000000, 0.079 
MAC000246,2012-10-19 21:00:00.0000000, 0.137 
MAC000246,2012-10-19 21:30:00.0000000, 0.397 
MAC000246,2012-10-19 22:00:00.0000000, 0.633 
MAC000246,2012-10-19 22:30:00.0000000, 1.2920001 
MAC000246,2012-10-19 23:00:00.0000000, 0.949 
MAC000246,2012-10-19 23:30:00.0000000, 0.594 
MAC000246,2012-10-20 00:00:00.0000000, 0.137 
MAC000246,2012-10-20 00:30:00.0000000, 0.675 
MAC000246,2012-10-20 01:00:00.0000000, 0.965 
MAC000246,2012-10-20 01:30:00.0000000, 0.659 
MAC000246,2012-10-20 02:00:00.0000000, 0.169 
MAC000246,2012-10-20 02:30:00.0000000, 0.057 
MAC000246,2012-10-20 03:00:00.0000000, 0.08 
MAC000246,2012-10-20 03:30:00.0000000, 0.06 
MAC000246,2012-10-20 04:00:00.0000000, 0.031 
MAC000246,2012-10-20 04:30:00.0000000, 0.066 
MAC000246,2012-10-20 05:00:00.0000000, 0.047 
MAC000246,2012-10-20 05:30:00.0000000, 0.099 
MAC000246,2012-10-20 06:00:00.0000000, 0.097 
MAC000246,2012-10-20 06:30:00.0000000, 0.069 
MAC000246,2012-10-20 07:00:00.0000000, 0.052 
MAC000246,2012-10-20 07:30:00.0000000, 0.021 
MAC000246,2012-10-20 08:00:00.0000000, 0.083 
MAC000246,2012-10-20 08:30:00.0000000, 0.096 
MAC000246,2012-10-20 09:00:00.0000000, 0.076 
MAC000246,2012-10-20 09:30:00.0000000, 0.469 
MAC000246,2012-10-20 10:00:00.0000000, 0.086 
MAC000246,2012-10-20 10:30:00.0000000, 0.927 
MAC000246,2012-10-20 11:00:00.0000000, 0.559 
MAC000246,2012-10-20 11:30:00.0000000, 0.31 
MAC000246,2012-10-20 12:00:00.0000000, 1.349 
MAC000246,2012-10-20 12:30:00.0000000, 0.938 
MAC000246,2012-10-20 13:00:00.0000000, 0.299 
MAC000246,2012-10-20 13:30:00.0000000, 0.904 
MAC000246,2012-10-20 14:00:00.0000000, 0.234 
MAC000246,2012-10-20 14:30:00.0000000, 0.261 
MAC000246,2012-10-20 15:00:00.0000000, 0.289 
